,Title,Projects,Authors,Stars
10819,Redux,redux-persist,rt2zz,12900
10820,Redux,redux-form,redux-form,12600
10821,Redux,wp-calypso,Automattic,12400
10822,Redux,awesome-redux,xgrommx,12200
10823,Redux,oni,onivim,11400
10824,Redux,frontend-bootcamp,microsoft,10800
10825,Redux,reactide,reactide,10500
10826,Redux,Lepton,hackjutsu,10100
10827,Redux,react-slingshot,coryhouse,9700
10828,Redux,devhub,devhubapp,9700
10829,Redux,win11React,blueedgetechno,9000
10830,Redux,Winds,GetStream,8900
10831,Redux,flutter_architecture_samples,brianegan,8700
10832,Redux,rematch,rematch,8500
10833,Redux,react-tetris,chvin,8300
10834,Redux,platform,ngrx,8000
10835,Redux,planka,plankanban,7600
10836,Redux,ReSwift,ReSwift,7500
10837,Redux,fish-redux,alibaba,7300
10838,Redux,mobx-state-tree,mobxjs,6900
10839,Redux,react-apollo,apollographql,6900
10840,Redux,hospitalrun-frontend,HospitalRun,6800
10841,Redux,typescript-book-chinese,jkchao,6500
10842,Redux,redux-offline,redux-offline,6100
10843,Redux,redux-logger,LogRocket,5800
10844,Redux,mosby,sockeqwe,5500
10845,Redux,pixel-art-react,jvalen,5400
10846,Redux,redux-ecosystem-links,markerikson,5200
10847,Redux,react_on_rails,shakacode,5100
10848,Redux,react,duxianwei520,5000
10849,Redux,FAQGURU,FAQGURU,5000
10850,Redux,easy-peasy,ctrlplusb,5000
10851,Redux,sound-redux,andrewngu,5000
10852,Redux,project_mern_memories,adrianhajdin,5000
10853,Redux,Fakeflix,Th3Wall,4900
10854,Redux,xadmin,sshwsfc,4800
10855,Redux,connected-react-router,supasate,4700
10856,Redux,pepperoni-app-kit,futurice,4600
10857,Redux,debugger,firefox-devtools,4600
10858,Redux,snowflake,bartonhammond,4600
10859,Redux,rekit,supnate,4500
10860,Redux,interview-questions,YauhenKavalchuk,4400
10861,Redux,reactjs101,kdchang,4300
10862,Redux,unstated-next,jamiebuilds,4200
10863,Redux,Vue-Socket.io,MetinSeylan,3900
10864,Redux,store,ngrx,3900
10865,Redux,notistack,iamhosseindhv,3900
10866,Redux,akita,salesforce,3700
10867,Redux,learning-react,MoonHighway,3600
10868,Redux,store,ngxs,3500
10869,Redux,redux-in-chinese,nefe,3500
10870,Redux,react-proto,React-Proto,3500
10871,Redux,reading,attentiveness,3400
10872,Redux,Awesome-JavaScript-Interviews,rohan-paul,3400
10873,Redux,redux-orm,redux-orm,3000
10874,Redux,arc,diegohaz,2900
10875,Redux,redux-undo,omnidan,2900
10876,Redux,unistore,developit,2900
10877,Redux,Blog,YvetteLau,2900
10878,Redux,React-Sight,React-Sight,2900
10879,Redux,go-starter-kit,olebedev,2800
10880,REST API,hoppscotch,hoppscotch,63600
10881,REST API,nocodb,nocodb,46100
10882,REST API,insomnia,Kong,34200
10883,REST API,cli,httpie,33300
10884,REST API,fiber,gofiber,32800
10885,REST API,graphql-engine,hasura,31000
10886,REST API,go-zero,zeromicro,28800
10887,REST API,plane,makeplane,28200
10888,REST API,swagger-ui,swagger-api,26300
10889,REST API,api-guidelines,microsoft,22600
10890,REST API,openapi-generator,OpenAPITools,21200
10891,REST API,parse-server,parse-community,20800
10892,REST API,chi,go-chi,18000
10893,REST API,grpc-gateway,grpc-ecosystem,17900
10894,REST API,ntfy,binwiederhier,17700
10895,REST API,swagger-codegen,swagger-api,16900
10896,REST API,modular-monolith-with-ddd,kgrzybek,10800
10897,REST API,node-restify,restify,10700
10898,REST API,SpaceX-API,r-spacex,10400
10899,REST API,eShopOnWeb,dotnet-architecture,10100
10900,REST API,http-prompt,httpie,8900
10901,REST API,swagger-editor,swagger-api,8800
10902,REST API,cakephp,cakephp,8700
10903,REST API,Sylius,Sylius,7800
10904,REST API,javalin,javalin,7500
10905,REST API,swagger-core,swagger-api,7400
10906,REST API,frappe,frappe,6900
10907,REST API,django-ninja,vitalik,6900
10908,REST API,rest-assured,rest-assured,6800
10909,REST API,node-express-boilerplate,hagopj13,6800
10910,REST API,mockoon,mockoon,6200
10911,REST API,oapi-codegen,oapi-codegen,5900
10912,REST API,openblocks,openblocks-dev,5800
10913,REST API,bk-cmdb,TencentBlueKing,5400
10914,REST API,vscode-restclient,Huachao,5200
10915,REST API,CompreFace,exadel-inc,5100
10916,REST API,restful-api-design-references,aisuhua,5100
10917,REST API,Flask-AppBuilder,dpgaspar,4600
10918,REST API,headless-wp-starter,postlight,4500
10919,REST API,posting,darrenburns,4300
10920,REST API,Deep-Learning-in-Production,ahkarami,4300
10921,REST API,JDA,discord-jda,4300
10922,REST API,prest,prest,4200
10923,REST API,swagger-node,swagger-api,4000
10924,REST API,Guns,stylefeng,3800
10925,REST API,openapi-directory,APIs-guru,3800
10926,REST API,practicalnode,azat-co,3800
10927,REST API,restreamer,datarhei,3800
10928,REST API,flasgger,flasgger,3600
10929,REST API,php-crud-api,mevdschee,3600
10930,REST API,vulcain,dunglas,3500
10931,REST API,drf-yasg,axnsan12,3400
10932,REST API,awesome-http-benchmark,denji,3300
10933,REST API,linkis,apache,3300
10934,REST API,graphql-mesh,ardatan,3200
10935,REST API,springdoc-openapi,springdoc,3200
10936,REST API,easyappointments,alextselegidis,3200
10937,REST API,roapi,roapi,3200
10938,REST API,shlink,shlinkio,3100
10939,REST API,reqable-app,reqable,3100
10940,REST API,nodejs-basics,learning-zone,3000
10941,REST API,express-rate-limit,express-rate-limit,2900
10942,REST API,sample-dotnet-core-cqrs-api,kgrzybek,2800
10943,REST API,spark-jobserver,spark-jobserver,2800
10944,REST API,tsed,tsedio,2800
10945,REST API,FOSRestBundle,FriendsOfSymfony,2800
10946,REST API,TodoApi,davidfowl,2700
10947,REST API,auxpi,0xDkd,2700
10948,REST API,mediacms,mediacms-io,2700
10949,REST API,run-aspnetcore-microservices,aspnetrun,2600
10950,REST API,swagger-js,swagger-api,2600
10951,REST API,restful-api-guidelines,zalando,2600
10952,REST API,djoser,sunscrapers,2500
10953,REST API,deepdetect,jolibrain,2500
10954,REST API,coolstore-microservices,vietnam-devs,2500
10955,REST API,hoverfly,SpectoLabs,2300
10956,REST API,express-rest-boilerplate,danielfsousa,2300
10957,REST API,mathesar,mathesar-foundation,2300
10958,REST API,apps-android-wikipedia,wikimedia,2300
10959,REST API,vue-material-admin,tookit,2300
10960,Ruby,awesome-interview-questions,DopplerHQ,70100
10961,Ruby,rails,rails,55500
10962,Ruby,jekyll,jekyll,48900
10963,Ruby,discourse,discourse,41600
10964,Ruby,open-source-mac-os-apps,serhii-londar,40900
10965,Ruby,brew,Homebrew,40700
10966,Ruby,fastlane,fastlane,39000
10967,Ruby,selenium,SeleniumHQ,30100
10968,Ruby,maybe,maybe-finance,29300
10969,Ruby,vagrant,hashicorp,26100
10970,Ruby,devise,heartcombo,23900
10971,Ruby,gitlabhq,gitlabhq,23700
10972,Ruby,ruby,ruby,21900
10973,Ruby,forem,forem,21900
10974,Ruby,asdf,asdf-vm,21500
10975,Ruby,chatwoot,chatwoot,20200
10976,Ruby,setup,lewagon,18300
10977,Ruby,ruby-style-guide,rubocop,16400
10978,Ruby,rbenv,rbenv,16000
10979,Ruby,postal,postalserver,14600
10980,Ruby,gollum,gollum,13700
10981,Ruby,homebrew-core,Homebrew,13600
10982,Ruby,awesome-ruby,markets,13500
10983,Ruby,diaspora,diaspora,13400
10984,Ruby,sidekiq,sidekiq,13100
10985,Ruby,spree,spree,12800
10986,Ruby,fluentd,fluent,12800
10987,Ruby,capistrano,capistrano,12700
10988,Ruby,rubocop,rubocop,12600
10989,Ruby,sinatra,sinatra,12200
10990,Ruby,faker,faker-ruby,11200
10991,Ruby,TabNine,codota,10500
10992,Ruby,semgrep,semgrep,10300
10993,Ruby,Command-line-text-processing,learnbyexample,10200
10994,Ruby,mal,kanaka,10000
10995,Ruby,grape,ruby-grape,9900
10996,Ruby,pyroscope,grafana,9800
10997,Ruby,activeadmin,activeadmin,9500
10998,Ruby,resque,resque,9400
10999,Ruby,curriculum,TheOdinProject,9400
11000,Ruby,awesomo,lk-geimfari,9400
11001,Ruby,aws-doc-sdk-examples,awsdocs,9400
11002,Ruby,openproject,opf,9100
11003,Ruby,kaminari,kaminari,8600
11004,Ruby,pundit,varvet,8200
11005,Ruby,simple_form,heartcombo,8200
11006,Ruby,factory_bot,thoughtbot,7900
11007,Ruby,omniauth,omniauth,7900
11008,Ruby,puma,puma,7600
11009,Ruby,scientist,github,7400
11010,Ruby,github-changelog-generator,github-changelog-generator,7400
11011,Ruby,jazzy,realm,7300
11012,Ruby,brakeman,presidentbeef,7000
11013,Ruby,lago,getlago,6800
11014,Ruby,paper_trail,paper-trail-gem,6800
11015,Ruby,pry,pry,6800
11016,Ruby,react-rails,reactjs,6700
11017,Ruby,dotenv,bkeepers,6600
11018,Ruby,rails-style-guide,rubocop,6500
11019,Ruby,guides.railsgirls.com,railsgirls,6400
11020,Ruby,terminal-notifier,julienXX,6400
11021,Ruby,awesome-test-automation,atinfo,6300
11022,Ruby,mailcatcher,sj26,6300
11023,Ruby,hanami,hanami,6200
11024,Ruby,friendly_id,norman,6100
11025,Ruby,nokogiri,sparklemotion,6100
11026,Ruby,administrate,thoughtbot,5900
11027,Ruby,httparty,jnunemaker,5800
11028,Ruby,will_paginate,mislav,5700
11029,Ruby,concurrent-ruby,ruby-concurrency,5700
11030,Ruby,fast-ruby,fastruby,5700
11031,Ruby,ransack,activerecord-hackery,5600
11032,Ruby,rack-attack,rack,5500
11033,Ruby,WhatWeb,urbanadventurer,5400
11034,Ruby,graphql-ruby,rmosolgo,5400
11035,Ruby,active_model_serializers,rails-api,5300
11036,Ruby,slim,slim-template,5300
11037,Ruby,up-for-grabs.net,up-for-grabs,5300
11038,Ruby,homebrew-bundle,Homebrew,5300
11039,Ruby,draper,drapergem,5200
11040,Rust,rust,rust-lang,96400
11041,Rust,deno,denoland,93800
11042,Rust,tauri,tauri-apps,81400
11043,Rust,rustdesk,rustdesk,71500
11044,Rust,alacritty,alacritty,55400
11045,Rust,AppFlowy,AppFlowy-IO,53800
11046,Rust,rustlings,rust-lang,52400
11047,Rust,ChatGPT,lencx,52100
11048,Rust,bat,sharkdp,48500
11049,Rust,ripgrep,BurntSushi,47300
11050,Rust,meilisearch,meilisearch,46200
11051,Rust,awesome-rust,rust-unofficial,45600
11052,Rust,starship,starship,44000
11053,Rust,AFFiNE,toeverything,39500
11054,Rust,ClickHouse,ClickHouse,36500
11055,Rust,vaultwarden,dani-garcia,36400
11056,Rust,bevy,bevyengine,34900
11057,Rust,lapce,lapce,34100
11058,Rust,fd,sharkdp,33200
11059,Rust,helix,helix-editor,32400
11060,Rust,nushell,nushell,31500
11061,Rust,swc,swc-project,30900
11062,Rust,ruff,astral-sh,30500
11063,Rust,spacedrive,spacedriveapp,30500
11064,Rust,yew,yewstack,30400
11065,Rust,polars,pola-rs,29000
11066,Rust,influxdb,influxdata,28500
11067,Rust,servo,servo,27700
11068,Rust,comprehensive-rust,google,27300
11069,Rust,tokio,tokio-rs,26300
11070,Rust,Pake,tw93,25400
11071,Rust,firecracker,firecracker-microvm,25000
11072,Rust,rust-course,sunface,24700
11073,Rust,Rocket,rwf2,24100
11074,Rust,iced,iced-rs,24000
11075,Rust,exa,ogham,23500
11076,Rust,flatbuffers,google,23000
11077,Rust,Rust,TheAlgorithms,22000
11078,Rust,delta,dandavison,21900
11079,Rust,ruby,ruby,21900
11080,Rust,egui,emilk,21500
11081,Rust,zoxide,ajeetdsouza,21400
11082,Rust,hyperfine,sharkdp,21400
11083,Rust,actix-web,actix,21200
11084,Rust,clash-verge,zzzgydi,21000
11085,Rust,Warp,warpdotdev,20800
11086,Rust,dioxus,DioxusLabs,20100
11087,Rust,atuin,atuinsh,19900
11088,Rust,sonic,valeriansaliou,19800
11089,Rust,czkawka,qarmin,19100
11090,Rust,RustPython,RustPython,18600
11091,Rust,wasmer,wasmerio,18400
11092,Rust,gitui,extrawurst,18100
11093,Rust,tree-sitter,tree-sitter,17900
11094,Rust,cube,cube-js,17700
11095,Rust,sniffnet,GyulyVGC,17600
11096,Rust,coreutils,uutils,17500
11097,Rust,vector,vectordotdev,17400
11098,Rust,spotify-tui,Rigellute,17200
11099,Rust,ip2region,lionsoul2014,16800
11100,Rust,slint,slint-ui,16700
11101,Rust,wezterm,wez,16400
11102,Rust,compiler-explorer,compiler-explorer,15900
11103,Rust,leptos,leptos-rs,15700
11104,Rust,ruffle,ruffle-rs,15400
11105,Rust,wasmtime,bytecodealliance,15100
11106,Rust,redox,redox-os,15000
11107,Rust,tikv,tikv,14900
11108,Rust,book,rust-lang,14800
11109,Rust,navi,denisidoro,14800
11110,Rust,blog_os,phil-opp,14500
11111,Rust,pyxel,kitao,14500
11112,Rust,hyper,hyperium,14300
11113,Rust,neon,neondatabase,14200
11114,Rust,yazi,sxyazi,14100
11115,Rust,RustScan,RustScan,14000
11116,Rust,rust-analyzer,rust-lang,14000
11117,Rust,clap,clap-rs,14000
11118,Rust,asciinema,asciinema,13900
11119,Rust,rust-raspberrypi-OS-tutorials,rust-embedded,13400
11120,Sass,bootstrap,twbs,170000
11121,Sass,vue2-elm,bailicangdu,40900
11122,Sass,tabler,tabler,37700
11123,Sass,Hover,IanLunn,29200
11124,Sass,ngx-admin,akveo,25200
11125,Sass,blueprint,palantir,20600
11126,Sass,chatwoot,chatwoot,20200
11127,Sass,css,primer,12500
11128,Sass,bourbon,thoughtbot,9100
11129,Sass,madge,pahen,8900
11130,Sass,nebular,akveo,8000
11131,Sass,hamburgers,jonsuh,7000
11132,Sass,css-blocks,linkedin,6300
11133,Sass,generator-angular-fullstack,angular-fullstack,6100
11134,Sass,angular-electron,maximegris,5600
11135,Sass,balloon.css,kazzkiq,5000
11136,Sass,fontsource,fontsource,4900
11137,Sass,v3-admin-vite,un-pany,4900
11138,Sass,csshake,elrumordelaluz,4800
11139,Sass,neat,thoughtbot,4400
11140,Sass,spotless,diffplug,4400
11141,Sass,devportfolio,RyanFitzgerald,4300
11142,Sass,sass-loader,webpack-contrib,3900
11143,Sass,dart-sass,sass,3900
11144,Sass,trunk,trunk-rs,3400
11145,Sass,Dopefolio,rammcodes,3300
11146,Sass,sass-boilerplate,KittyGiraudel,3300
11147,Sass,rfs,twbs,3300
11148,Sass,vue-h5-template,sunniejs,3100
11149,Sass,vue3-composition-admin,RainManGO,3100
11150,Sass,jeet,mojotech,3000
11151,Sass,mini.css,Chalarangelo,3000
11152,Sass,modular-admin-html,modularcode,2900
11153,Sass,Gutenberg,matejlatin,2800
11154,Sass,FoundationPress,olefredrik,2700
11155,Sass,100-days-of-code-frontend,nas5w,2700
11156,Sass,SmartStoreNET,smartstore,2600
11157,Sass,include-media,eduardoboucas,2600
11158,Sass,Han,ethantw,2400
11159,Sass,family.scss,LukyVj,2300
11160,Sass,webpack-encore,symfony,2200
11161,Sass,Uniform,AudithSoftworks,2200
11162,Sass,vue-netease-music,sl1673495,2200
11163,Sass,stylefmt,matype,2100
11164,Sass,web-extension-starter,abhijithvijayan,2000
11165,Sass,kuma,mdn,1900
11166,Sass,webpack-starter,wbkd,1900
11167,Sass,svg-sprite,svg-sprite,1900
11168,Sass,awesome-sass,Famolus,1900
11169,Sass,reactql,leebenson,1800
11170,Sass,css-modal,drublic,1800
11171,Sass,electron-vite-react,electron-vite,1800
11172,Sass,vuesax-next,lusaxweb,1800
11173,Sass,static-site-boilerplate,ericalli,1700
11174,Sass,shards-ui,DesignRevision,1700
11175,Sass,bulmaswatch,jenil,1600
11176,Sass,next-boilerplate,pankod,1600
11177,Sass,wordpressify,luangjokaj,1600
11178,Sass,react-dashboard,flatlogic,1600
11179,Sass,atoms,BlazeSoftware,1600
11180,Sass,generator-ngx-rocket,ngx-rocket,1500
11181,Sass,refills,thoughtbot,1500
11182,Sass,a11y.css,ffoodd,1500
11183,Sass,wordless,welaika,1400
11184,Sass,adminkit,adminkit,1400
11185,Sass,sassdoc,SassDoc,1400
11186,Sass,StarAdmin-Free-Bootstrap-Admin-Template,BootstrapDash,1400
11187,Sass,awesome-resources,shahednasser,1400
11188,Sass,cleopatra,moesaid,1400
11189,Sass,inkline,inkline,1400
11190,Sass,bitters,thoughtbot,1400
11191,Sass,gridlex,devlint,1400
11192,Sass,Cirrus,Spiderpig86,1400
11193,Sass,three-dots,nzbin,1300
11194,Sass,typescript-plugin-css-modules,mrmckeb,1300
11195,Sass,starter-kit,ngx-rocket,1300
11196,Sass,sing-app,flatlogic,1300
11197,Sass,heroicons.dev,zaydek,1200
11198,Sass,bootstrap-npm-starter,twbs,1200
11199,Sass,sass.js,medialize,1200
11200,Scala,spark,apache,39200
11201,Scala,kafka,apache,28300
11202,Scala,flink,apache,23800
11203,Scala,BigData-Notes,heibaiying,15700
11204,Scala,lila,lichess-org,15000
11205,Scala,scala,scala,14300
11206,Scala,deeplearning4j,deeplearning4j,13600
11207,Scala,predictionio,apache,12500
11208,Scala,playframework,playframework,12500
11209,Scala,CMAK,yahoo,11800
11210,Scala,milewski-ctfp-pdf,hmemcpy,10900
11211,Scala,mal,kanaka,10000
11212,Scala,awesomo,lk-geimfari,9400
11213,Scala,gitbucket,gitbucket,9100
11214,Scala,awesome-scala,lauris,9000
11215,Scala,finagle,twitter,8800
11216,Scala,angel,Angel-ML,6700
11217,Scala,gatling,gatling,6400
11218,Scala,zeppelin,apache,6400
11219,Scala,scala3,scala,5800
11220,Scala,papermill,nteract,5800
11221,Scala,SynapseML,microsoft,5000
11222,Scala,sbt,sbt,4800
11223,Scala,lsp-mode,emacs-lsp,4800
11224,Scala,scalaz,scalaz,4700
11225,Scala,scala-js,scala-js,4600
11226,Scala,polynote,polynote,4500
11227,Scala,scala-native,scala-native,4500
11228,Scala,intellij-rainbow-brackets,izhangzhihao,4400
11229,Scala,spotless,diffplug,4400
11230,Scala,zio,zio,4100
11231,Scala,chisel,chipsalliance,3900
11232,Scala,TensorFlowOnSpark,yahoo,3900
11233,Scala,Data-Engineering-HowTo,adilkhash,3400
11234,Scala,shapeless,milessabin,3400
11235,Scala,TheHive,TheHive-Project,3300
11236,Scala,pants,pantsbuild,3200
11237,Scala,deequ,awslabs,3200
11238,Scala,shadowsocksr-v2ray-trojan-android,xxf098,3200
11239,Scala,spark-notebook,spark-notebook,3200
11240,Scala,rocket-chip,chipsalliance,3100
11241,Scala,spark-jobserver,spark-jobserver,2800
11242,Scala,beakerx,twosigma,2800
11243,Scala,Movie_Recommend,LuckyZXL2016,2800
11244,Scala,util,twitter,2700
11245,Scala,BigDL-2.x,intel-analytics,2700
11246,Scala,scalatra,scalatra,2600
11247,Scala,slick,slick,2600
11248,Scala,lagom,lagom,2600
11249,Scala,BigDataGuide,MoRan1607,2600
11250,Scala,scala-exercises,scala-exercises,2600
11251,Scala,mongo-java-driver,mongodb,2600
11252,Scala,scio,spotify,2600
11253,Scala,http4s,http4s,2500
11254,Scala,elasticmq,softwaremill,2500
11255,Scala,circe,circe,2500
11256,Scala,fs2,typelevel,2400
11257,Scala,finatra,twitter,2300
11258,Scala,SZT-bigdata,geekyouth,2200
11259,Scala,TransmogrifAI,salesforce,2200
11260,Scala,doobie,tpolecat,2200
11261,Scala,zio-quill,zio,2100
11262,Scala,scaloid,pocorall,2100
11263,Scala,metals,scalameta,2100
11264,Scala,metarank,metarank,2000
11265,Scala,blade-build,chen3feng,2000
11266,Scala,Mocky,MockyAbstract,2000
11267,Scala,coursier,coursier,2000
11268,Scala,mill,com-lihaoyi,2000
11269,Scala,cats-effect,typelevel,2000
11270,Scala,sangria,sangria-graphql,2000
11271,Scala,joern,joernio,1900
11272,Scala,spark-cassandra-connector,datastax,1900
11273,Scala,scalacheck,typelevel,1900
11274,Scala,monix,monix,1900
11275,Scala,arl,kaxap,1900
11276,Scala,sedona,apache,1900
11277,Scala,giter8,foundweekends,1700
11278,Scala,dependency-analysis-gradle-plugin,autonomousapps,1700
11279,Scala,talkyard,debiki,1700
11280,scikit-learn,ML-For-Beginners,microsoft,68900
11281,scikit-learn,100-Days-Of-ML-Code,Avik-Jain,44400
11282,scikit-learn,PythonDataScienceHandbook,jakevdp,42600
11283,scikit-learn,ailearning,apachecn,39000
11284,scikit-learn,data-science-ipython-notebooks,donnemartin,27000
11285,scikit-learn,handson-ml,ageron,25200
11286,scikit-learn,onnx,onnx,17600
11287,scikit-learn,best-of-ml-python,ml-tooling,16200
11288,scikit-learn,onnxruntime,microsoft,14000
11289,scikit-learn,Virgilio,virgili0,13900
11290,scikit-learn,dask,dask,12400
11291,scikit-learn,python-machine-learning-book,rasbt,12200
11292,scikit-learn,tpot,EpistasisLab,9600
11293,scikit-learn,mlcourse.ai,Yorko,9600
11294,scikit-learn,machinelearning,ljpzzz,8300
11295,scikit-learn,sktime,sktime,7700
11296,scikit-learn,autogluon,autogluon,7600
11297,scikit-learn,auto-sklearn,automl,7500
11298,scikit-learn,featuretools,alteryx,7200
11299,scikit-learn,python-machine-learning-book-2nd-edition,rasbt,7100
11300,scikit-learn,interpret,interpretml,6200
11301,scikit-learn,skorch,skorch-dev,5800
11302,scikit-learn,sklearn-doc-zh,apachecn,5100
11303,scikit-learn,orange3,biolab,4800
11304,scikit-learn,flower,adap,4800
11305,scikit-learn,machine_learning_complete,Nyandwi,4600
11306,scikit-learn,python-machine-learning-book-3rd-edition,rasbt,4500
11307,scikit-learn,yellowbrick,DistrictDataLabs,4300
11308,scikit-learn,pipeline,PipelineAI,4200
11309,scikit-learn,FLAML,microsoft,3800
11310,scikit-learn,Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,TarrySingh,3700
11311,scikit-learn,scikit-learn-videos,justmarkham,3700
11312,scikit-learn,God-Level-AI,hemansnation,3500
11313,scikit-learn,projectlearn-project-based-learning,Xtremilicious,3500
11314,scikit-learn,ml-workspace,ml-tooling,3400
11315,scikit-learn,machine-learning-articles,christianversloot,3400
11316,scikit-learn,hummingbird,microsoft,3300
11317,scikit-learn,machine-learning-book,rasbt,3300
11318,scikit-learn,igel,nidhaloff,3100
11319,scikit-learn,Machine-Learning-with-Python,tirthajyoti,3100
11320,scikit-learn,scikit-llm,iryna-kondr,3000
11321,scikit-learn,mljar-supervised,mljar,3000
11322,scikit-learn,dtreeviz,parrt,2900
11323,scikit-learn,Data-science-best-resources,tirthajyoti,2900
11324,scikit-learn,m2cgen,BayesWitnesses,2800
11325,scikit-learn,eli5,TeamHG-Memex,2800
11326,scikit-learn,scikit-optimize,scikit-optimize,2700
11327,scikit-learn,mars,mars-project,2700
11328,scikit-learn,awesome-python-data-science,krzjoa,2500
11329,scikit-learn,scikit-plot,reiinakano,2400
11330,scikit-learn,practical-machine-learning-with-python,dipanjanS,2300
11331,scikit-learn,modAL,modAL-python,2200
11332,scikit-learn,PySR,MilesCranmer,2200
11333,scikit-learn,jetson-containers,dusty-nv,2100
11334,scikit-learn,pbpython,chris1610,2000
11335,scikit-learn,python-tutorial,shibing624,1900
11336,scikit-learn,feature_engine,feature-engine,1800
11337,scikit-learn,data-science-complete-tutorial,edyoda,1800
11338,scikit-learn,hyperlearn,unslothai,1800
11339,scikit-learn,MachineLearningStocks,robertmartin8,1700
11340,scikit-learn,scikit-learn-tips,justmarkham,1700
11341,scikit-learn,AutoViz,AutoViML,1700
11342,scikit-learn,text-analytics-with-python,dipanjanS,1600
11343,scikit-learn,auto_ml,ClimbsRocks,1600
11344,scikit-learn,DAT8,justmarkham,1600
11345,scikit-learn,gplearn,trevorstephens,1600
11346,scikit-learn,mleap,combust,1500
11347,scikit-learn,katib,kubeflow,1500
11348,scikit-learn,metric-learn,scikit-learn-contrib,1400
11349,scikit-learn,traingenerator,jrieke,1400
11350,scikit-learn,imodels,csinva,1400
11351,scikit-learn,sklearn-porter,nok,1300
11352,scikit-learn,xcessiv,reiinakano,1300
11353,scikit-learn,prince,MaxHalford,1200
11354,scikit-learn,scikit-lego,koaning,1200
11355,scikit-learn,kmodes,nicodv,1200
11356,scikit-learn,scikit-learn-intelex,intel,1200
11357,scikit-learn,Machine-Learning-with-Python,devAmoghS,1200
11358,scikit-learn,sparkit-learn,lensacom,1200
11359,scikit-learn,AlphaPy,ScottfreeLLC,1100
11360,Software-defined networking,ZeroTierOne,zerotier,14100
11361,Software-defined networking,mininet,mininet,5300
11362,Software-defined networking,kube-ovn,kubeovn,1900
11363,Software-defined networking,awesome-sdn,sdnds-tw,1400
11364,Software-defined networking,sdn-handbook,feiskyer,1400
11365,Software-defined networking,sdn-handbook,tonydeng,1200
11366,Software-defined networking,dpdk-ans,ansyun,1200
11367,Software-defined networking,zero-ui,dec0dOS,909
11368,Software-defined networking,ovn-kubernetes,ovn-org,806
11369,Software-defined networking,faucet,faucetsdn,552
11370,Software-defined networking,fabedge,FabEdge,521
11371,Software-defined networking,Kathara,KatharaFramework,428
11372,Software-defined networking,poseidon,faucetsdn,417
11373,Software-defined networking,computer-networking,bregman-arie,386
11374,Software-defined networking,stratum,stratum,381
11375,Software-defined networking,Learning-SDN,YanHaoChen,376
11376,Software-defined networking,zerotier-docker,zyclonite,313
11377,Software-defined networking,husarnet,husarnet,298
11378,Software-defined networking,ofsoftswitch13,CPqD,298
11379,Software-defined networking,xdp,asavie,295
11380,Software-defined networking,vedetta,vedetta-com,292
11381,Software-defined networking,fastclick,tbarbette,273
11382,Software-defined networking,a-deep-rl-approach-for-sdn-routing-optimization,knowledgedefinednetworking,272
11383,Software-defined networking,hybridnet,alibaba,253
11384,Software-defined networking,yabgp,smartbgp,233
11385,Software-defined networking,corebgp,jwhited,171
11386,Software-defined networking,sdwannewhope,sdnewhop,167
11387,Software-defined networking,vproxy,wkgcass,145
11388,Software-defined networking,lighty,PANTHEONtech,130
11389,Software-defined networking,terraform-provider-zerotier,cormacrelf,128
11390,Software-defined networking,DDoS-Attack-Detection-and-Mitigation,chiragbiradar,127
11391,Software-defined networking,cherry,superkkt,126
11392,Software-defined networking,anuket-specifications,anuket-project,123
11393,Software-defined networking,nff-go-nat,aregm,117
11394,Software-defined networking,sdn-nfv-papers,GeminiLight,113
11395,Software-defined networking,sdn-loadbalancing,nayanseth,109
11396,Software-defined networking,nconnect,nknorg,106
11397,Software-defined networking,SDN_DDoS_Simulation,santhisenan,105
11398,Software-defined networking,katana-slice_manager,medianetlab,104
11399,Software-defined networking,meetups,cloud-native-taiwan,104
11400,Software-defined networking,bgpipe,bgpfix,103
11401,Software-defined networking,pathman-sr,CiscoDevNet,96
11402,Software-defined networking,RyuApps,Ehsan70,94
11403,Software-defined networking,cloudsimsdn,Cloudslab,93
11404,Software-defined networking,openflow,netrack,88
11405,Software-defined networking,DELTA,seungsoo-lee,84
11406,Software-defined networking,flowmanager,martimy,80
11407,Software-defined networking,multipath,wildan2711,80
11408,Software-defined networking,beehive-netctrl,kandoo,71
11409,Software-defined networking,iovisor-ovn,iovisor,67
11410,Software-defined networking,opendaylight-sample-apps,CiscoDevNet,58
11411,Software-defined networking,atm0s-sdn,8xFF,57
11412,Software-defined networking,quantum,supernomad,56
11413,Software-defined networking,fog05,eclipse-fog05,55
11414,Software-defined networking,multipath-sdn-controller,dariobanfi,53
11415,Software-defined networking,sdwan-harvester,sdnewhop,50
11416,Software-defined networking,openshift-monitoring,oscp,50
11417,Software-defined networking,acipdt,carlmontanari,49
11418,Software-defined networking,awesome-sdn,snlab-freedom,48
11419,Software-defined networking,python-openflow,kytos,46
11420,Software-defined networking,ddos-blackhole,sflow-rt,46
11421,Software-defined networking,ansible-role-aci-model,datacenter,45
11422,Software-defined networking,kytos,kytos,45
11423,Software-defined networking,basebox,bisdn,45
11424,Software-defined networking,DDoSDN,icesonata,43
11425,Software-defined networking,SDN-Simulation,qhb1001,43
11426,Software-defined networking,edge,zerotier,37
11427,Software-defined networking,son-emu,sonata-nfv,36
